Peptide	totalMeanLFC
RON_1346_1358	1.0976864016556378
STAT2_684_696	0.6471201540418515
STAT4_714_726	1.3468902546446937
TEC_512_524	0.5212700656804549
TYK2_1048_1060	0.4292421514372555
TYRO3_679_691	0.46666067911801346
VGFR1_1040_1052	0.5069124622777643
VGFR2_1046_1058	0.050528967214013086
VGFR2_1168_1180	-0.044778870852176134
VGFR2_944_956	0.8832676508078551
VGFR2_989_1001	1.8694014390525426
VGFR3_1061_1073	0.788618492187975
VINC_815_827	0.7500960758568983
VISTA_260_270	0.4136043289829659
YES_420_432	1.1376555678555489
ZAP70_313_325	1.7777969722023645
ZAP70_485_497	0.7679668360800337
ACHD_383_395	-0.16401780866214985
AKT1_170_182	1.0256764415725863
AKT1_309_321_C310S	0.6894388359553831
AKT1_320_332	0.9505884772874552
ANXA1_14_26	0.851526339324554
ANXA2_17_29	1.8173405669252112
ARAF_297_307	0.6493320780800754
BTLA_252_262	1.2902210119174773
C1R_199_211	-0.6883475823151465
CALM_95_107	0.35583227964696684
CBL_693_705	0.25783190279648727
CD28_185_197	0.6409033391135649
CD28_203_215	0.48965304603546017
CD3E_182_194	0.9779950512465279
CD3E_193_205	0.39113646251400863
CD3Z_105_117	1.7263730616195978
CD3Z_117_129	2.7566096566250637
CD3Z_135_147	0.6708721896597584
CD3Z_77_89	0.5778624832253723
CD70_9_21_C17S	0.33298139546448385
CD79A_181_193	2.824728446731275
CDK1_9_21	1.6758649001178307
CDK2_8_20	1.709637837095148
CDK4_11_23	1.5990537331260926
CTNB1_79_91	1.2161278080197626
DCX_67_79	1.2497557249304234
DYR1A_312_324	0.6659635508684008
EGFR_1165_1177	-0.8484844789536234
EGFR_1190_1202	-1.0118218121255615
ENOG_37_49	1.949749868253497
EPHA1_774_786	1.6588433954214568
EPHA2_765_777	1.9447930215387739
EPHA7_607_619	1.8628944434055976
EPHB1_771_783	1.7193894858414132
EPOR_361_373	2.1066784066970143
EPOR_419_431	2.0527796803972342
ERBB2_1241_1253	0.25311315599987366
ERBB2_870_882	0.2622331784634027
FAK1_569_581	0.21273071302613497
FAK2_572_584	0.20157666492257853
FER_707_719	1.4720242589002204
FES_706_718	1.8023563618622396
FGFR1_761_773	0.1459240536620777
FGFR2_762_774	0.234841772405512
FGFR3_753_765	0.3955941978672837
FRK_380_392	1.7436465288399539
GAB1_622_632	0.537386880683646
GAB2_638_648	0.24711460020684553
GSK3B_210_222_C218S	0.293192096201538
HAVR2_257_267	1.7341832041220633
INSR_992_1004	-1.1695449286341861
IRS1_890_902	0.007773884292765487
IRS2_626_638	0.8095578541355642
JAK1_1027_1039	1.4230602690943999
JAK2_563_577	1.2185756267174972
JAK3_974_986	0.30243741540795366
K2C6B_53_65	0.6047392562966906
K2C8_425_437	1.4321553050974307
KIT_930_942_C942S	1.7782323148223853
KSYK_518_530	-0.20752951698459907
LAT_194_206	0.2534137434549007
LAT_249_261	0.5545788715456105
LCK_387_399	0.8719831107943744
LYN_391_403	1.0832522270811298
MAPK3_198_210_C203S	1.024390229541593
MBP_259_271	0.4331208232274529
MET_1227_1239	1.263027687177266
MET_1228_1240	1.053435767102796
MK01_180_192	0.43967453139092383
MK03_199_208	0.08223258329101994
MK07_212_224	0.7611609212666554
MK08_181_191	0.9077477281091194
MK10_216_228	1.0280809759098883
MK12_178_190	0.6309208367490348
MK12_180_189_M182B	0.731970013672724
MK14_177_187	0.3653811475052935
MPZL1_236_246	2.35346718942804
NCF1_313_325	0.8528008048198261
NPT2A_501_513	0.7207207778377621
NTRK1_489_501	0.4616076287439455
NTRK2_696_708	1.0036207739900036
P85A_600_612	3.2618321678796316
PAXI_111_123	1.9570125932820213
PAXI_24_36	2.048769159972046
PDCD1_221_229_FS219_220KK	-0.09897332609564646
PDPK1_2_14	1.1327727847687872
PDPK1_369_381	1.1811039051033503
PECA1_706_718	1.8127034803997644
PECA1_708_718	1.8797257500517492
PGFRB_1002_1014	1.1221588949401078
PGFRB_1014_1028	0.4749007066278918
PGFRB_572_584	1.4380550396076128
PGFRB_709_721	1.2008969083340377
PGFRB_768_780	1.506056842307643
PGFRB_771_783	1.6021594801722943
PLCG1_1246_1258	-0.18412742526956993
PLCG1_764_776	2.048495055018217
PLCG2_1191_1203_C1200S	1.586964096911008
PP2AB_297_309	0.08431802666185846
PRGR_786_798	1.6153322081379655
PRRX2_202_214	1.2740024078604655
PTN11_539_551	0.18421079083610228
PTN11_57_67	1.6049446147870992
PTN11_580_590	1.047359640420253
PTN6_531_541	1.7015021105690986
PTN6_558_570	1.7075593776873654
RAF1_332_344	0.6113042282533113
RASA1_453_465	0.7404068379140852
RB_804_816	0.5714099869431398
RET_1022_1034	1.9770836624301629
RON_1346_1358	1.0976864016556378
STAT2_684_696	0.6471201540418515
STAT4_714_726	1.3468902546446937
TEC_512_524	0.5212700656804549
TYK2_1048_1060	0.4292421514372555
TYRO3_679_691	0.46666067911801346
VGFR1_1040_1052	0.5069124622777643
VGFR2_1046_1058	0.050528967214013086
VGFR2_1168_1180	-0.044778870852176134
VGFR2_944_956	0.8832676508078551
VGFR2_989_1001	1.8694014390525426
VGFR3_1061_1073	0.788618492187975
VINC_815_827	0.7500960758568983
VISTA_260_270	0.4136043289829659
YES_420_432	1.1376555678555489
ZAP70_313_325	1.7777969722023645
ZAP70_485_497	0.7679668360800337
ACHD_383_395	-0.16401780866214985
AKT1_170_182	1.0256764415725863
AKT1_309_321_C310S	0.6894388359553831
AKT1_320_332	0.9505884772874552
ANXA1_14_26	0.851526339324554
ANXA2_17_29	1.8173405669252112
ARAF_297_307	0.6493320780800754
BTLA_252_262	1.2902210119174773
C1R_199_211	-0.6883475823151465
CALM_95_107	0.35583227964696684
CBL_693_705	0.25783190279648727
CD28_185_197	0.6409033391135649
CD28_203_215	0.48965304603546017
CD3E_182_194	0.9779950512465279
CD3E_193_205	0.39113646251400863
CD3Z_105_117	1.7263730616195978
CD3Z_117_129	2.7566096566250637
CD3Z_135_147	0.6708721896597584
CD3Z_77_89	0.5778624832253723
CD70_9_21_C17S	0.33298139546448385
CD79A_181_193	2.824728446731275
CDK1_9_21	1.6758649001178307
CDK2_8_20	1.709637837095148
CDK4_11_23	1.5990537331260926
CTNB1_79_91	1.2161278080197626
DCX_67_79	1.2497557249304234
DYR1A_312_324	0.6659635508684008
EGFR_1165_1177	-0.8484844789536234
EGFR_1190_1202	-1.0118218121255615
ENOG_37_49	1.949749868253497
EPHA1_774_786	1.6588433954214568
EPHA2_765_777	1.9447930215387739
EPHA7_607_619	1.8628944434055976
EPHB1_771_783	1.7193894858414132
EPOR_361_373	2.1066784066970143
EPOR_419_431	2.0527796803972342
ERBB2_1241_1253	0.25311315599987366
ERBB2_870_882	0.2622331784634027
FAK1_569_581	0.21273071302613497
FAK2_572_584	0.20157666492257853
FER_707_719	1.4720242589002204
FES_706_718	1.8023563618622396
FGFR1_761_773	0.1459240536620777
FGFR2_762_774	0.234841772405512
FGFR3_753_765	0.3955941978672837
FRK_380_392	1.7436465288399539
GAB1_622_632	0.537386880683646
GAB2_638_648	0.24711460020684553
GSK3B_210_222_C218S	0.293192096201538
HAVR2_257_267	1.7341832041220633
INSR_992_1004	-1.1695449286341861
IRS1_890_902	0.007773884292765487
IRS2_626_638	0.8095578541355642
JAK1_1027_1039	1.4230602690943999
JAK2_563_577	1.2185756267174972
JAK3_974_986	0.30243741540795366
K2C6B_53_65	0.6047392562966906
K2C8_425_437	1.4321553050974307
KIT_930_942_C942S	1.7782323148223853
KSYK_518_530	-0.20752951698459907
LAT_194_206	0.2534137434549007
LAT_249_261	0.5545788715456105
LCK_387_399	0.8719831107943744
LYN_391_403	1.0832522270811298
MAPK3_198_210_C203S	1.024390229541593
MBP_259_271	0.4331208232274529
MET_1227_1239	1.263027687177266
MET_1228_1240	1.053435767102796
MK01_180_192	0.43967453139092383
MK03_199_208	0.08223258329101994
MK07_212_224	0.7611609212666554
MK08_181_191	0.9077477281091194
MK10_216_228	1.0280809759098883
MK12_178_190	0.6309208367490348
MK12_180_189_M182B	0.731970013672724
MK14_177_187	0.3653811475052935
MPZL1_236_246	2.35346718942804
NCF1_313_325	0.8528008048198261
NPT2A_501_513	0.7207207778377621
NTRK1_489_501	0.4616076287439455
NTRK2_696_708	1.0036207739900036
P85A_600_612	3.2618321678796316
PAXI_111_123	1.9570125932820213
PAXI_24_36	2.048769159972046
PDCD1_221_229_FS219_220KK	-0.09897332609564646
PDPK1_2_14	1.1327727847687872
PDPK1_369_381	1.1811039051033503
PECA1_706_718	1.8127034803997644
PECA1_708_718	1.8797257500517492
PGFRB_1002_1014	1.1221588949401078
PGFRB_1014_1028	0.4749007066278918
PGFRB_572_584	1.4380550396076128
PGFRB_709_721	1.2008969083340377
PGFRB_768_780	1.506056842307643
PGFRB_771_783	1.6021594801722943
PLCG1_1246_1258	-0.18412742526956993
PLCG1_764_776	2.048495055018217
PLCG2_1191_1203_C1200S	1.586964096911008
PP2AB_297_309	0.08431802666185846
PRGR_786_798	1.6153322081379655
PRRX2_202_214	1.2740024078604655
PTN11_539_551	0.18421079083610228
PTN11_57_67	1.6049446147870992
PTN11_580_590	1.047359640420253
PTN6_531_541	1.7015021105690986
PTN6_558_570	1.7075593776873654
RAF1_332_344	0.6113042282533113
RASA1_453_465	0.7404068379140852
RB_804_816	0.5714099869431398
RET_1022_1034	1.9770836624301629
RON_1346_1358	1.0976864016556378
STAT2_684_696	0.6471201540418515
STAT4_714_726	1.3468902546446937
TEC_512_524	0.5212700656804549
TYK2_1048_1060	0.4292421514372555
TYRO3_679_691	0.46666067911801346
VGFR1_1040_1052	0.5069124622777643
VGFR2_1046_1058	0.050528967214013086
VGFR2_1168_1180	-0.044778870852176134
VGFR2_944_956	0.8832676508078551
VGFR2_989_1001	1.8694014390525426
VGFR3_1061_1073	0.788618492187975
VINC_815_827	0.7500960758568983
VISTA_260_270	0.4136043289829659
YES_420_432	1.1376555678555489
ZAP70_313_325	1.7777969722023645
ZAP70_485_497	0.7679668360800337
